City,Country,Date,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Lat,Lng
Xichang,CN,1601085499,61.61,77,100,2.53,27.9,102.26
Borogontsy,RU,1601085499,49.28,55,100,10.42,62.67,131.17
Ballina,AU,1601085476,71.01,21,0,21.92,-28.87,153.57
Vestmanna,FO,1601085499,39.2,86,14,12.15,62.16,-7.17
Sistranda,NO,1601085499,42.8,81,100,4.7,63.73,8.83
Nanyang,CN,1601085500,73.87,64,83,9.75,32.99,112.53
Adeje,ES,1601085500,77.0,69,87,2.24,28.12,-16.73
Newcastle,AU,1601085254,63.0,38,40,28.86,-32.93,151.78
Necoclí,CO,1601085500,76.21,86,98,1.07,8.42,-76.79
Mareeba,AU,1601085469,87.01,58,40,6.93,-17.0,145.43
Kayerkan,RU,1601085501,39.2,100,75,8.95,69.35,87.76
Thisted,DK,1601085501,55.0,25,100,5.01,56.96,8.69
Santa Rosa,PH,1601085501,90.0,79,75,3.36,14.31,121.11
Sisophon,KH,1601085501,79.48,84,90,4.94,13.59,102.97
General Roca,AR,1601085502,66.2,32,58,6.93,-39.03,-67.58
Atasū,KZ,1601085502,39.25,82,7,7.27,48.68,71.64
Brzeg Dolny,PL,1601085502,55.99,100,75,6.93,51.27,16.71
Haines Junction,CA,1601085502,48.74,66,24,1.05,60.75,-137.51
Sadovoye,RU,1601085503,60.13,46,100,10.67,47.78,44.51
Arman',RU,1601085503,54.91,43,0,1.25,59.7,150.17
Nador,MA,1601085503,73.4,60,100,12.75,35.17,-2.93
Airai,TL,1601085503,79.95,35,35,4.54,-8.93,125.41
Kodinsk,RU,1601085504,43.63,81,100,6.35,58.69,99.18
Tsaratanana,MG,1601085504,59.59,64,74,8.61,-16.78,47.65
Zhezkazgan,KZ,1601085504,37.4,75,0,13.42,47.8,67.71
Sattahip,TH,1601085504,84.2,79,40,3.36,12.67,100.9
Masallātah,LY,1601085505,79.09,67,28,17.11,32.62,14.0
Mbekenyera,TZ,1601085505,64.89,93,32,3.42,-10.0,38.98
Buncrana,IE,1601085505,43.39,72,56,6.17,55.13,-7.45
Dhemāji,IN,1601085505,77.0,100,90,2.24,27.48,94.58
Kibala,TD,1601085506,71.46,95,100,3.24,9.11,18.35
Atherton,GB,1601085506,44.01,71,0,1.01,53.52,-2.49
Eyl,SO,1601085506,75.83,75,67,16.28,7.98,49.82
La Reforma,MX,1601085506,88.0,76,0,1.99,25.08,-108.05
Maïné Soroa,NE,1601085507,84.4,52,100,7.0,13.21,12.02
Liverpool,GB,1601085234,48.99,81,20,8.05,53.41,-2.98
Gorontalo,ID,1601085507,86.95,64,33,4.43,0.54,123.06
Sembakung,ID,1601085507,88.21,60,84,2.86,3.82,117.25
Nagua,DO,1601085507,79.12,86,6,5.14,19.38,-69.85
Xining,CN,1601085508,55.11,54,100,1.48,36.62,101.77
Plastun,RU,1601085508,57.42,84,100,12.97,44.76,136.29
Pontes e Lacerda,BR,1601085508,83.53,39,44,2.71,-15.23,-59.34
Saint Anthony,US,1601085508,73.4,68,1,6.93,45.02,-93.22
Salair,RU,1601085509,39.76,95,100,2.77,54.23,85.8
Keokuk,US,1601085509,71.6,73,1,8.05,40.4,-91.38
Tura,IN,1601085509,75.38,96,95,7.56,25.52,90.22
Apricena,IT,1601085509,60.8,67,40,17.22,41.78,15.44
Beni Suef,EG,1601085510,72.37,67,0,5.46,29.07,31.1
Whitehorse,CA,1601085510,51.8,57,75,6.93,60.72,-135.05
Khani,GE,1601085510,64.4,93,75,5.82,41.96,42.96
Sawtell,AU,1601085510,66.0,31,0,11.41,-30.38,153.1
Kokopo,PG,1601085511,84.34,68,100,6.22,-4.35,152.26
Campbell River,CA,1601085511,57.2,87,75,0.94,50.02,-125.24
Calabozo,VE,1601085511,75.06,92,100,1.61,8.92,-67.43
Bañón,ES,1601085511,59.0,44,15,13.87,40.84,-1.19
Massagno,CH,1601085495,53.6,46,20,8.05,46.02,8.95
Lowestoft,GB,1601085512,48.99,99,100,15.01,52.48,1.75
Chimichagua,CO,1601085512,77.16,92,100,1.3,9.26,-73.81
Inírida,CO,1601085512,73.62,95,96,2.75,3.87,-67.92
Husavik,IS,1601085512,42.8,78,96,9.17,66.04,-17.34
Artyom,AZ,1601085513,62.6,93,0,2.57,40.47,50.33
Yangi Marg`ilon,UZ,1601085513,51.8,57,0,3.78,40.43,71.72
Gouré,NE,1601085513,86.68,38,52,6.08,13.98,10.27
Fochabers,GB,1601085513,48.99,76,76,16.11,57.61,-3.1
Vestmannaeyjar,IS,1601085513,47.66,79,100,36.31,63.44,-20.27
Tingi,TZ,1601085514,59.81,65,0,6.22,-11.3,35.03
San Fernando,PH,1601085514,84.2,79,75,6.93,15.03,120.69
Daphne,US,1601085393,75.99,94,40,3.67,30.6,-87.9
Salalah,OM,1601085355,78.8,78,75,4.7,17.02,54.09
Petrozavodsk,RU,1601085515,42.8,93,89,5.7,61.78,34.35
Bulqizë,AL,1601085515,69.8,83,90,1.12,41.49,20.22
Batemans Bay,AU,1601085231,64.0,62,37,10.0,-35.72,150.18
La Primavera,CO,1601085515,77.76,82,76,1.07,5.49,-70.41
Lashio,MM,1601085515,72.77,95,99,2.91,22.93,97.75
Almaty,KZ,1601085400,41.0,65,75,4.47,43.25,76.95
Requena,ES,1601085516,54.0,52,100,5.99,39.49,-1.1
Contamana,PE,1601085516,78.37,68,41,3.02,-7.33,-75.02
Wajir,KE,1601085516,71.85,73,0,11.63,1.75,40.06
Rabo de Peixe,PT,1601085517,66.2,88,75,12.75,37.8,-25.58
Karachi,PK,1601085224,82.4,74,20,9.17,24.91,67.08
Codrington,AU,1601085517,50.94,73,98,18.86,-38.27,141.97
Cagbang,PH,1601085517,85.42,73,28,8.14,10.7,122.5
Iquitos,PE,1601085517,73.78,84,90,2.17,-3.75,-73.25
Lüshunkou,CN,1601085518,75.0,53,0,4.47,38.8,121.27
Esqueda,MX,1601085518,79.47,27,5,8.68,30.72,-109.58
Chkalovskoye,RU,1601085518,61.83,62,100,8.1,44.84,133.04
Kosh-Agach,RU,1601085518,28.22,90,100,1.45,50.0,88.67
Konokovo,RU,1601085519,57.2,87,41,8.95,44.86,41.33
Santa Marta,CO,1601085519,80.87,79,98,7.4,11.24,-74.2
Ferme-Neuve,CA,1601085519,50.65,93,100,3.96,46.7,-75.45
Fort Nelson,CA,1601085519,48.2,87,90,1.81,58.81,-122.7
Mazsalaca,LV,1601085519,57.99,79,74,1.99,57.86,25.05
Lamar,US,1601085520,66.2,88,1,6.93,33.67,-95.58
Victoria Falls,ZW,1601085520,66.65,33,0,2.39,-17.92,25.84
Nang Rong,TH,1601085520,84.99,78,63,10.29,14.64,102.79
Jiuquan,CN,1601085520,57.09,36,0,9.19,39.74,98.52
Zaozyornoye,UA,1601085521,66.4,84,36,4.45,45.16,33.28
Saint-François,FR,1601085521,46.99,87,32,11.41,46.42,3.91
San Miguel,SV,1601085521,76.03,92,100,1.74,13.48,-88.18
Oussouye,SN,1601085521,80.6,100,75,2.24,12.48,-16.55
Bambanglipuro,ID,1601085522,84.38,63,100,13.69,-7.95,110.28
Bosaso,SO,1601085522,85.06,67,0,3.38,11.28,49.18
Hobyo,SO,1601085522,75.61,85,100,18.81,5.35,48.53
San Andrés,CO,1601085522,78.8,94,75,3.36,12.58,-81.7
Hadejia,NG,1601085523,80.19,64,100,9.08,12.45,10.04
Locri,IT,1601085523,73.99,38,75,12.75,38.24,16.26
Canapi,BR,1601085523,66.74,85,70,7.87,-9.12,-37.6
Sabha,LY,1601085523,78.93,26,0,3.47,27.04,14.43
Oktyabr'skoye,RU,1601085524,53.6,93,80,4.47,43.06,44.74
Daru,PG,1601085524,80.94,78,30,14.54,-9.08,143.21
Katherine,AU,1601085524,89.6,43,6,4.7,-14.47,132.27
Kem',RU,1601085524,52.34,93,56,3.44,64.96,34.58
Broome,US,1601085524,66.2,63,1,5.82,42.25,-75.83
Hokitika,NZ,1601085525,55.29,85,100,14.12,-42.72,170.97
Potosí,BO,1601085277,50.2,45,0,2.51,-19.58,-65.75
Teluk Nibung,ID,1601085525,79.92,83,100,5.93,3.0,99.82
Zyryanka,RU,1601085525,52.29,45,49,9.46,65.75,150.85
Salym,RU,1601085526,36.99,93,50,4.21,60.06,71.48
Nioro,GM,1601085526,75.88,94,100,4.88,13.35,-15.75
Kjøllefjord,NO,1601085526,44.13,70,91,22.21,70.95,27.35
Phan Thiet,VN,1601085320,82.69,73,97,2.01,10.93,108.1
Bandarbeyla,SO,1601085526,76.32,76,21,20.0,9.49,50.81
Osijek,HR,1601085527,59.0,93,75,11.41,45.55,18.69
Zhigansk,RU,1601085527,45.1,58,100,12.68,66.77,123.37
Mehamn,NO,1601085527,43.48,70,90,24.36,71.04,27.85
Yumen,CN,1601085527,53.71,39,0,18.88,40.28,97.2
Bonnyville,CA,1601085528,59.0,41,75,3.36,54.27,-110.73
Rosarno,IT,1601085528,73.99,38,75,12.75,38.48,15.98
Channel-Port aux Basques,CA,1601085528,52.02,75,0,14.12,47.57,-59.14
Tual,ID,1601085528,80.42,82,46,12.8,-5.67,132.75
San Bartolo Cuitareo,MX,1601085529,64.99,95,100,2.08,19.62,-100.6
Santa Cruz,MA,1601085405,69.8,73,0,4.7,30.42,-9.6
Larsnes,NO,1601085529,50.0,77,100,14.0,62.2,5.58
Kenai,US,1601085529,55.4,66,20,8.05,60.55,-151.26
Ashland,US,1601085529,66.2,72,1,5.82,40.82,-82.27
Eenhana,NA,1601085530,71.6,19,0,6.93,-17.47,16.33
Masunga,BW,1601085530,69.98,27,0,12.64,-20.62,27.45
Hare Bay,CA,1601085530,48.2,61,20,14.99,48.85,-54.01
Sungai Raya,ID,1601085530,82.85,76,99,4.54,0.7,108.9
Vanimo,PG,1601085531,82.18,74,100,3.22,-2.67,141.3
Laas,IT,1601085531,41.0,86,75,5.82,46.62,10.7
Valparaíso,CL,1601085531,53.01,66,89,2.64,-33.04,-71.63
Amberley,US,1601085531,72.0,88,20,1.95,39.2,-84.43
Pingliang,CN,1601085298,58.64,78,91,8.84,35.54,106.69
Port Hawkesbury,CA,1601085532,50.0,86,1,5.14,45.62,-61.35
Manokwari,ID,1601085532,84.49,65,100,3.96,-0.87,134.08
Kudahuvadhoo,MV,1601085532,82.69,70,48,6.78,2.67,72.89
Abu Kamal,SY,1601085532,74.75,37,0,8.52,34.45,40.92
Rocha,UY,1601085533,56.97,86,100,8.23,-34.48,-54.33
Steinbach am Taunus,DE,1601085533,53.01,76,75,12.75,50.17,8.57
Karasjok,NO,1601085533,41.0,75,69,23.04,69.47,25.51
Arcata,US,1601085533,68.0,77,90,5.82,40.87,-124.08
Bandar-e Anzali,IR,1601085534,69.85,72,0,3.06,37.47,49.46
Cervo,ES,1601085534,55.0,1,100,10.76,43.67,-7.41
Bubaque,GW,1601085534,80.24,80,100,4.03,11.28,-15.83
Tarrafal,CV,1601085535,78.8,83,20,5.82,15.28,-23.77
Ust-Maya,RU,1601085535,54.77,49,1,9.91,60.42,134.53
Bursa,TR,1601085507,57.2,93,0,1.12,40.17,29.08
Olafsvik,IS,1601085535,45.61,88,100,38.54,64.89,-23.71
Basco,PH,1601085535,83.44,79,100,13.02,20.45,121.97
Moerai,PF,1601085536,74.37,82,51,8.55,-22.43,-151.33
Jumla,NP,1601085536,58.66,48,1,2.75,29.27,82.18
Teguise,ES,1601085536,75.2,83,0,18.34,29.06,-13.56
Province of Mantua,IT,1601085537,55.0,73,100,1.99,45.17,10.78
Mogadishu,SO,1601085537,76.39,84,54,14.76,2.04,45.34
Meulaboh,ID,1601085537,79.27,78,97,3.47,4.14,96.13
Cayenne,GF,1601085537,75.2,100,0,8.75,4.93,-52.33
Maniitsoq,GL,1601085537,40.32,78,100,7.61,65.42,-52.9
Slave Lake,CA,1601085538,59.0,51,90,3.36,55.28,-114.77
