City,Country,Date,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Lat,Lng
Camabatela,AO,1601180468,61.23,93,68,5.77,-8.19,15.38
Marzuq,YE,1601180469,80.26,42,0,2.1,14.4,46.47
Waipawa,NZ,1601180469,60.8,59,49,26.4,-41.41,175.52
Oussouye,SN,1601180372,78.8,94,20,2.24,12.48,-16.55
Djenné,ML,1601180469,81.82,65,100,14.47,13.91,-4.55
Bilibino,RU,1601180470,35.26,83,88,5.48,68.05,166.44
Sambava,MG,1601180470,71.87,72,1,7.52,-14.27,50.17
Guerrero Negro,MX,1601180470,69.64,84,0,11.36,27.98,-114.06
Buraidah,SA,1601180470,77.0,33,0,4.7,26.33,43.98
Tikrit,IQ,1601180470,80.62,29,0,14.38,34.61,43.68
Bumba,CD,1601180471,70.83,96,100,3.13,2.18,22.47
Young,UY,1601180471,62.01,97,84,4.0,-32.68,-57.63
College,US,1601180254,53.6,58,40,3.36,64.86,-147.8
Marrakesh,MA,1601180471,64.4,63,0,4.61,31.63,-8.01
Kangaatsiaq,GL,1601180472,35.82,83,100,18.99,68.31,-53.46
Amapá,BR,1601180472,72.64,84,74,3.74,1.0,-52.0
Camacha,PT,1601180472,66.2,88,75,11.41,33.08,-16.33
Taicheng,CN,1601180473,64.26,61,15,6.11,38.73,113.23
Chambersburg,US,1601180473,59.0,86,68,2.19,39.94,-77.66
Kota Kinabalu,MY,1601180473,89.6,70,20,9.17,5.97,116.07
Anchorage,US,1601180418,53.01,71,90,2.86,61.22,-149.9
Kupang,ID,1601180473,96.8,44,20,13.87,-10.17,123.58
Togur,RU,1601180474,44.96,72,3,5.44,58.36,82.83
Corn Island,NI,1601180474,83.88,74,26,5.91,12.17,-83.04
Seoul,KR,1601180381,75.2,46,1,3.36,37.57,126.98
North Bend,US,1601180328,61.0,87,1,3.36,43.41,-124.22
Pilar,BR,1601180474,71.6,94,40,3.36,-9.6,-35.96
Solwezi,ZM,1601180475,55.49,83,0,0.65,-12.17,26.39
San Borja,BO,1601180475,80.64,56,1,3.6,-14.82,-66.85
Kirkwall,GB,1601180475,48.2,70,0,12.75,58.98,-2.96
Kutum,SD,1601180475,75.65,50,79,5.66,14.2,24.67
Tonj,SS,1601180476,70.43,94,94,3.2,7.27,28.68
Cedral,MX,1601180476,71.82,40,36,9.13,23.8,-100.73
Tevriz,RU,1601180476,45.84,83,100,3.71,57.51,72.4
Kamloops,CA,1601180476,55.4,54,75,6.93,50.67,-120.32
West Bay,KY,1601180477,87.01,72,2,1.01,19.37,-81.42
Havelock,US,1601180477,71.6,88,1,4.7,34.88,-76.9
Lugovoy,KZ,1601180477,50.63,45,0,3.71,42.95,72.76
Santa Maria,BR,1601180478,66.2,93,34,9.17,-29.68,-53.81
Barra,BR,1601180478,74.16,59,2,6.2,-11.09,-43.14
Madre de Deus,BR,1601180353,77.0,73,20,9.17,-12.74,-38.62
Heide,DE,1601180478,55.4,87,75,11.41,54.2,9.1
Mackay,AU,1601180475,79.0,61,40,18.34,-21.15,149.2
Hofn,IS,1601180479,49.15,97,100,8.63,64.25,-15.21
Muhos,FI,1601180479,50.0,93,90,8.05,64.81,25.99
Bandarbeyla,SO,1601180479,77.99,73,9,21.79,9.49,50.81
Marsh Harbour,BS,1601180479,82.35,77,0,8.05,26.54,-77.06
Coihueco,CL,1601180480,44.6,93,0,5.82,-36.62,-71.83
Grand-Lahou,CI,1601180480,74.19,94,32,6.91,5.14,-5.02
Salinas,US,1601180480,66.2,68,1,9.17,36.68,-121.66
Pangnirtung,CA,1601180307,31.39,90,78,2.51,66.15,-65.71
Kodinsk,RU,1601180480,46.54,77,85,6.78,58.69,99.18
Bariloche,AR,1601180481,42.8,83,10,17.22,-41.15,-71.31
Pitimbu,BR,1601180481,71.6,94,91,3.36,-7.47,-34.81
Barillas,GT,1601180481,62.19,91,100,2.62,15.8,-91.32
Novyy Svit,UA,1601180481,58.66,53,69,18.16,47.81,38.02
Conceição do Araguaia,BR,1601180482,76.51,74,91,1.74,-8.26,-49.26
Piaçabuçu,BR,1601180482,73.89,86,0,8.48,-10.41,-36.43
Tarko-Sale,RU,1601180482,48.99,90,95,9.53,64.92,77.78
Llanes,ES,1601180482,57.99,80,98,2.89,43.42,-4.75
Panguipulli,CL,1601180483,41.0,100,40,2.24,-39.63,-72.33
Wajir,KE,1601180483,73.18,75,0,12.73,1.75,40.06
Chui,UY,1601180483,58.71,95,100,6.44,-33.7,-53.46
Durban,ZA,1601180484,59.0,87,90,5.82,-29.86,31.03
Narsaq,GL,1601180317,35.6,55,0,11.41,60.92,-46.05
Anadyr,RU,1601180484,37.4,55,40,8.95,64.75,177.48
Chu,KZ,1601180484,54.21,39,0,10.36,43.6,73.76
Shirokiy,RU,1601180484,63.36,70,81,16.15,49.76,129.52
Callaway,US,1601180485,79.0,88,1,3.36,30.15,-85.57
Makakilo City,US,1601180485,86.0,48,1,8.05,21.35,-158.09
Macas,EC,1601180485,64.38,79,58,3.78,-2.32,-78.12
Wajima,JP,1601180485,68.0,82,75,6.93,37.4,136.9
Luwuk,ID,1601180486,86.32,62,98,4.74,-0.95,122.79
Owando,CG,1601180486,69.66,98,100,4.29,-0.48,15.9
Kiryat Gat,IL,1601180486,73.99,83,0,5.35,31.61,34.76
Labuan,MY,1601180486,87.8,58,20,8.05,5.28,115.24
Kieta,PG,1601180310,81.23,75,100,3.6,-6.22,155.63
Barreirinha,BR,1601180487,74.34,89,79,2.3,-2.79,-57.07
Stokmarknes,NO,1601180487,34.0,98,0,7.0,68.56,14.91
Āsosa,ET,1601180487,60.3,100,100,2.95,10.07,34.53
Gao,ML,1601180487,87.57,42,65,15.79,16.64,1.64
Dali,CN,1601180488,65.28,82,100,4.16,25.7,100.18
Laas,IT,1601180488,36.0,93,20,3.36,46.62,10.7
Bull Savanna,JM,1601180488,77.74,84,9,3.49,17.89,-77.59
Coyhaique,CL,1601180489,44.6,75,75,2.24,-45.58,-72.07
Santa Rosalía,MX,1601180489,83.1,55,0,3.85,27.32,-112.28
Ylöjärvi,FI,1601180489,52.0,100,2,4.7,61.56,23.6
Geraldton,AU,1601180264,69.8,46,90,6.93,-28.77,114.6
Nelson Bay,AU,1601180490,66.0,39,75,17.22,-32.72,152.15
Porto Empedocle,IT,1601180490,55.99,74,96,5.06,37.29,13.53
Margate,GB,1601180365,53.01,81,100,10.0,51.38,1.39
Macia,MZ,1601180490,66.92,77,79,8.52,-25.03,33.1
Velika Gorica,HR,1601180490,46.0,100,66,3.71,45.71,16.08
Sangar,RU,1601180386,45.32,91,100,12.06,63.92,127.47
Brae,GB,1601180491,46.4,81,0,11.41,60.4,-1.35
Acapulco de Juárez,MX,1601180256,80.31,78,100,3.36,16.86,-99.89
Fairbanks,US,1601180458,53.6,62,1,3.36,64.84,-147.72
Molochnoye,RU,1601180491,47.7,89,1,5.88,59.29,39.68
Izvestkovyy,RU,1601180491,61.36,64,28,7.85,48.98,131.55
Adrar,MR,1601180492,91.74,16,0,17.07,20.5,-10.07
Paamiut,GL,1601180492,36.91,72,32,4.27,61.99,-49.67
Esil,KZ,1601180492,46.8,61,0,2.01,51.96,66.4
Warora,IN,1601180492,78.24,85,90,7.7,20.23,79.0
Mengcheng,CN,1601180493,76.14,62,23,9.01,33.26,116.57
Alvand,IR,1601180493,56.57,55,6,4.05,36.32,49.17
Codrington,AU,1601180493,52.79,62,2,8.48,-38.27,141.97
Lewisville,US,1601180493,75.99,69,1,12.75,33.05,-96.99
Brownwood,US,1601180494,75.2,69,1,10.29,31.71,-98.99
Jussara,BR,1601180494,73.17,46,0,5.44,-23.62,-52.47
Ostrovnoy,RU,1601180334,43.61,78,99,6.22,68.05,39.51
Pisco,PE,1601180494,63.0,77,0,3.36,-13.7,-76.22
Tanout,NE,1601180495,82.02,47,44,9.15,14.97,8.89
Tambopata,PE,1601180495,72.28,94,64,1.61,-12.73,-69.18
Medak,IN,1601180495,73.99,100,75,6.93,18.03,78.27
Grootfontein,NA,1601180495,59.09,28,0,12.55,-19.57,18.12
Erenhot,CN,1601180495,67.62,44,0,6.22,43.65,111.98
Olinda,BR,1601180496,75.2,83,40,4.7,-8.01,-34.86
Moerai,PF,1601180496,71.67,69,25,10.49,-22.43,-151.33
Tateyama,JP,1601180496,73.99,83,75,12.75,34.98,139.87
Sterling,US,1601180462,68.0,93,90,2.98,39.01,-77.43
Abu Samrah,SY,1601180496,66.31,76,0,7.65,35.3,37.18
Karpogory,RU,1601180497,51.76,90,91,5.48,64.0,44.45
Raudeberg,NO,1601180497,46.99,84,0,8.86,61.99,5.14
Iquique,CL,1601180497,60.8,72,90,6.93,-20.22,-70.14
Vostok,RU,1601180497,57.54,46,0,4.88,46.49,135.88
Tuatapere,NZ,1601180498,44.01,74,70,11.99,-46.13,167.68
Emporia,US,1601180498,73.4,73,1,13.87,38.4,-96.18
Zadar,HR,1601180496,48.2,87,40,6.93,44.12,15.24
Urazovo,RU,1601180349,55.56,48,0,15.52,50.08,38.04
Provincie Utrecht,NL,1601180284,60.01,94,100,3.0,52.0,5.25
Rawson,AR,1601180499,51.73,51,0,7.05,-43.3,-65.1
Baft,IR,1601180499,66.78,22,0,1.07,29.23,56.61
Avera,US,1601180500,64.99,80,1,2.59,33.19,-82.53
Beohāri,IN,1601180500,82.49,76,0,8.34,24.05,81.38
Poum,NC,1601180500,75.85,84,6,11.21,-20.23,164.02
Antalaha,MG,1601180500,71.65,77,27,4.12,-14.9,50.28
Krasnosel'kup,RU,1601180501,49.59,81,80,11.86,65.7,82.47
Inhambane,MZ,1601180501,71.6,94,20,2.24,-23.86,35.38
Pākāla,IN,1601180501,82.4,78,40,2.24,13.47,79.12
Cape Canaveral,US,1601180501,82.4,74,1,6.93,28.41,-80.6
Baruun-Urt,MN,1601180502,57.7,34,68,8.88,46.68,113.28
Olafsvik,IS,1601180284,46.8,88,73,13.18,64.89,-23.71
Kaeo,NZ,1601180502,66.99,64,4,11.99,-35.1,173.78
Pierre,US,1601180502,61.0,36,1,13.87,44.37,-100.35
Yumen,CN,1601180503,61.68,25,9,19.44,40.28,97.2
Tongliao,CN,1601180503,77.31,42,0,13.82,43.61,122.27
Northam,GB,1601180503,54.0,77,0,10.0,51.03,-4.22
Okha,RU,1601180504,54.84,68,59,15.73,53.57,142.95
Hobyo,SO,1601180504,77.72,82,88,16.42,5.35,48.53
Broken Hill,AU,1601180504,59.0,38,0,6.93,-31.95,141.43
Rovaniemi,FI,1601180301,39.2,93,100,11.41,66.5,25.72
Russell,US,1601180504,71.6,88,40,2.8,32.35,-85.2
Mīrābād,AF,1601180505,76.66,18,0,16.6,30.44,61.84
Santo Antônio do Içá,BR,1601180505,73.0,85,0,1.07,-3.1,-67.94
Willmar,US,1601180505,61.0,77,40,4.7,45.12,-95.04
Berbera,SO,1601180505,87.57,67,0,4.21,10.44,45.01
Mabaruma,GY,1601180506,74.52,92,60,1.01,8.2,-59.78
Gwanda,ZW,1601180506,58.12,94,1,8.57,-20.93,29.0
Ranong,TH,1601180506,78.8,94,75,10.29,9.97,98.63
Kyabé,TD,1601180234,71.6,88,100,3.13,9.45,18.94
Tabuk,PH,1601180506,86.63,67,100,3.13,17.42,121.44
